system:time_start,LST_Day_1km_mean,LST_Day_1km_stdDev
"Feb 10, 2021","14,741.656",64.508
"Feb 11, 2021","14,729.146",78.757
"Feb 12, 2021","14,658.108",86.434
"Feb 13, 2021","14,396.902",81.741
"Feb 14, 2021","14,768.734",75.527
"Feb 15, 2021",,
"Feb 16, 2021","14,869.636",79.971
"Feb 17, 2021","14,865.042",41.883
"Feb 18, 2021","14,875.967",70.192
"Feb 19, 2021","14,857.558",46.292
"Feb 20, 2021","14,714.044",14.84
"Feb 21, 2021","14,888.7",62.662
"Feb 22, 2021",,
"Feb 23, 2021","14,999.178",38.53
"Feb 24, 2021","14,967.72",35.372
"Feb 25, 2021","15,104.074",38.843
"Feb 26, 2021",,
"Feb 27, 2021","15,011.321",72.829
"Feb 28, 2021","15,088.146",51.471
"Mar 1, 2021","15,029.072",81.232
"Mar 2, 2021","15,196.508",55.77
"Mar 3, 2021","14,960.787",89.188
"Mar 4, 2021","15,156.102",71.378
"Mar 5, 2021","15,214.675",35.178
"Mar 6, 2021",,
"Mar 7, 2021","15,110.426",31.529
"Mar 8, 2021","14,882.457",95.671
"Mar 9, 2021","15,259.046",62.905
"Mar 10, 2021","14,904.858",30.339
"Mar 11, 2021",,
"Mar 12, 2021",,
"Mar 13, 2021",,
"Mar 14, 2021",,
"Mar 15, 2021","14,683.052",68.922
"Mar 16, 2021","14,659.034",139.326
"Mar 17, 2021","14,874.267",58.871
"Mar 18, 2021",,
"Mar 19, 2021",,
"Mar 20, 2021","14,938.302",212.486
"Mar 21, 2021",,
"Mar 22, 2021",,
"Mar 23, 2021",,
"Mar 24, 2021","14,776.58",31.013
"Mar 25, 2021","14,794.181",156.811
"Mar 26, 2021",,
"Mar 27, 2021","14,483.606",105.288
"Mar 28, 2021",,
"Mar 29, 2021","15,308.527",54.49
"Mar 30, 2021","15,267.087",44.689
"Mar 31, 2021","15,389.296",60.958
"Apr 1, 2021","15,260.192",42.78
"Apr 2, 2021","15,304.911",50.826
"Apr 3, 2021","15,462.443",95.021
"Apr 4, 2021",,
"Apr 5, 2021","15,067.455",104.452
"Apr 6, 2021",,
"Apr 7, 2021","15,112.531",59.062
"Apr 8, 2021","15,312.33",70.984
"Apr 9, 2021","15,357.741",110.083
"Apr 10, 2021","15,447.786",70.688
"Apr 11, 2021",,
"Apr 12, 2021","15,401.327",240.627
"Apr 13, 2021",,
"Apr 14, 2021",,
"Apr 15, 2021",,
"Apr 16, 2021",,
"Apr 17, 2021",,
"Apr 18, 2021","15,151.213",83.062
"Apr 19, 2021","15,194.957",60.7
"Apr 20, 2021",,
"Apr 21, 2021","15,372.119",69.986
"Apr 22, 2021","15,085.607",70.711
"Apr 23, 2021","15,220.802",70.898
"Apr 24, 2021","15,459.217",58.352
"Apr 25, 2021","15,645.919",56.421
"Apr 26, 2021","15,756.041",70.1
"Apr 27, 2021","15,394.684",57.147
"Apr 28, 2021","15,783.337",61.2
"Apr 29, 2021",,
"Apr 30, 2021","15,382.168",143.945
"May 1, 2021","15,838.247",72.559
"May 2, 2021","15,707.258",69.894
"May 3, 2021",,
"May 4, 2021","15,385.125",83.34
"May 5, 2021","15,325.087",110.516
"May 6, 2021",,
"May 7, 2021","15,675.827",116.256
"May 8, 2021","15,478.511",55.886
"May 9, 2021","15,654.493",49.75
"May 10, 2021","15,397.934",99.672
"May 11, 2021","15,174.858",29.284
"May 12, 2021","15,446.01",127.787
"May 13, 2021","15,302.992",45.773
"May 14, 2021","15,544.615",73.415
"May 15, 2021","15,407.323",40.361
"May 16, 2021","15,839.276",68.88
"May 17, 2021","15,615.36",73.238
"May 18, 2021","15,909.366",62.387
"May 19, 2021","15,834.997",73.192
"May 20, 2021","15,403.995",88.113
"May 21, 2021","15,967.843",67.333
"May 22, 2021","15,592.614",54.212
"May 23, 2021","15,844.989",83.955
"May 24, 2021","15,796.734",77.579
"May 25, 2021","16,116.517",61.523
"May 26, 2021","16,063.046",59.93
"May 27, 2021","15,902.805",23.403
"May 28, 2021","16,243.639",72.221
"May 29, 2021","15,362",0
"May 30, 2021","15,833.528",49.539
"May 31, 2021","15,530.431",35.437
"Jun 1, 2021","15,729.279",60.376
"Jun 2, 2021","15,585.715",73.23
"Jun 3, 2021",,
"Jun 4, 2021",,
"Jun 5, 2021",,
"Jun 6, 2021","15,579.534",68.894
"Jun 7, 2021","15,398.981",30.836
"Jun 8, 2021","16,038.391",71.316
"Jun 9, 2021","15,597.881",81.151
"Jun 10, 2021","16,027.099",58.838
"Jun 11, 2021","15,614.556",46.477
"Jun 12, 2021","15,597.775",82.983
"Jun 13, 2021","15,494.03",162.773
"Jun 14, 2021","15,331.69",71.448
"Jun 15, 2021","15,485.389",67.289
"Jun 16, 2021","15,140",12
"Jun 17, 2021","15,368.273",50.984
"Jun 18, 2021","15,598.658",65.642
"Jun 19, 2021","15,794.841",68.134
"Jun 20, 2021","15,505.568",38.857
"Jun 21, 2021","15,497.814",115.21
"Jun 22, 2021","16,006.416",75.533
"Jun 23, 2021","15,604.668",36.288
"Jun 24, 2021","15,796.589",150.918
"Jun 25, 2021","15,304.617",38.63
"Jun 26, 2021","15,579.088",112.763
"Jun 27, 2021","15,751.276",69.964
"Jun 28, 2021","15,567.753",49.874
"Jun 29, 2021","16,095.485",79.991
"Jun 30, 2021","15,698.372",68.82
"Jul 1, 2021","16,086.159",51.545
"Jul 2, 2021","15,666.651",104.211
"Jul 3, 2021","15,662.594",108.688
"Jul 4, 2021","15,628.142",119.617
"Jul 5, 2021","15,777.006",133.535
"Jul 6, 2021","15,801.876",175.054
"Jul 7, 2021","15,721.803",82.042
"Jul 8, 2021","15,893.578",71.459
"Jul 9, 2021",,
"Jul 10, 2021","15,564.149",123.034
"Jul 11, 2021",,
"Jul 12, 2021",,
"Jul 13, 2021",,
"Jul 14, 2021",,
"Jul 15, 2021","15,542.255",103.943
"Jul 16, 2021","15,373.623",35.239
"Jul 17, 2021","15,647.077",86.708
"Jul 18, 2021",,
"Jul 19, 2021",,
"Jul 20, 2021",,
"Jul 21, 2021","15,176.273",58.812
"Jul 22, 2021","15,473.971",110.369
"Jul 23, 2021","15,421.235",40.696
"Jul 24, 2021","15,616.077",78.853
"Jul 25, 2021",,
"Jul 26, 2021",,
"Jul 27, 2021",,
"Jul 28, 2021",,
"Jul 29, 2021",,
"Jul 30, 2021",,
"Jul 31, 2021",,
"Aug 1, 2021",,
"Aug 2, 2021","15,373.069",158.19
"Aug 3, 2021",,
"Aug 4, 2021",,
"Aug 5, 2021","15,271.12",45.847
"Aug 6, 2021",,
"Aug 7, 2021","15,510.755",89.55
"Aug 8, 2021",,
"Aug 9, 2021","15,544.56",124.618
"Aug 10, 2021","15,259.282",43.254
"Aug 11, 2021","15,642.004",94.234
"Aug 12, 2021","15,249.313",31.829
"Aug 13, 2021","15,566.181",138.566
"Aug 14, 2021",,
"Aug 15, 2021",,
"Aug 16, 2021","15,216.139",60.4
"Aug 17, 2021","15,161.523",34.782
"Aug 18, 2021","15,606.826",70.505
"Aug 19, 2021","14,948.133",53.05
"Aug 20, 2021","15,551.689",55.262
"Aug 21, 2021","15,235.532",58.487
"Aug 22, 2021","15,362.539",85.533
"Aug 23, 2021",,
"Aug 24, 2021","15,297.977",43.361
"Aug 25, 2021","15,685.627",57.931
"Aug 26, 2021","15,046.884",5.549
"Aug 27, 2021","15,580.403",54.785
"Aug 28, 2021",,
"Aug 29, 2021","15,126.016",102.346
"Aug 30, 2021","15,311.476",24.115
"Aug 31, 2021",,
"Sep 1, 2021","15,364.935",106.414
"Sep 2, 2021","15,331.337",61.489
"Sep 3, 2021","15,711.241",83.111
"Sep 4, 2021","15,134.482",39.424
"Sep 5, 2021","15,509.791",77.748
"Sep 6, 2021","15,300.616",48.007
"Sep 7, 2021","15,465.417",51.601
"Sep 8, 2021",,
"Sep 9, 2021",,
"Sep 10, 2021","15,275.361",35.392
"Sep 11, 2021",,
"Sep 12, 2021","15,338.856",43.042
"Sep 13, 2021","15,180.342",33.175
"Sep 14, 2021","15,540.742",46.122
"Sep 15, 2021","15,334.354",67.929
"Sep 16, 2021","15,372.593",42.728
"Sep 17, 2021","15,452.4",54.392
"Sep 18, 2021","15,134.148",41.539
"Sep 19, 2021","15,583.859",61.575
"Sep 20, 2021",,
"Sep 21, 2021","14,989.12",45.116
"Sep 22, 2021","15,138.031",37.263
"Sep 23, 2021","15,140.372",28.623
"Sep 24, 2021","15,204.19",25.359
"Sep 25, 2021","15,246.755",25.413
"Sep 26, 2021","15,394.688",40.248
"Sep 27, 2021","15,159.256",27.31
"Sep 28, 2021","15,401.783",43.244
"Sep 29, 2021",,
"Sep 30, 2021","15,321.017",40.419
"Oct 1, 2021",,
"Oct 2, 2021","14,939.401",42.146
"Oct 3, 2021","15,073.519",28.216
"Oct 4, 2021","14,927.331",25.443
"Oct 5, 2021","15,021.652",78.796
"Oct 6, 2021","14,979.267",60.041
"Oct 7, 2021","15,376.942",74.648
"Oct 8, 2021","15,172.17",68.325
"Oct 9, 2021","15,317.623",56.047
"Oct 10, 2021","15,208.02",33.609
"Oct 11, 2021","14,740.661",48.067
"Oct 12, 2021","15,080.904",57.822
"Oct 13, 2021","15,057.882",46.98
"Oct 14, 2021","15,312.473",54.916
"Oct 15, 2021","15,314.171",41.69
"Oct 16, 2021","15,334.621",49.577
"Oct 17, 2021","15,217.76",49.897
"Oct 18, 2021","15,197.034",33.308
"Oct 19, 2021","15,336.431",45.109
"Oct 20, 2021","15,092.842",35.763
"Oct 21, 2021","15,339.224",47.075
"Oct 22, 2021","14,862",0
"Oct 23, 2021","15,029.837",88.647
"Oct 24, 2021",,
"Oct 25, 2021","14,915.626",74.532
"Oct 26, 2021","15,107.324",64.601
"Oct 27, 2021","15,049.745",42.762
"Oct 28, 2021","15,233.641",71.129
"Oct 29, 2021","14,835.443",46.43
"Oct 30, 2021","15,234.951",52.706
"Oct 31, 2021","15,216.168",37.538
"Nov 1, 2021","14,671.711",94.082
"Nov 2, 2021","14,988.411",19.862
"Nov 3, 2021","14,955.688",26.839
"Nov 4, 2021","14,834.507",77.304
"Nov 5, 2021",,
"Nov 6, 2021","15,018.894",37.588
"Nov 7, 2021","15,036.581",29.226
"Nov 8, 2021","15,081.011",47.64
"Nov 9, 2021","15,071.053",86.726
"Nov 10, 2021","15,007.024",65.369
"Nov 11, 2021","15,068.595",62.369
"Nov 12, 2021","14,949.885",89.587
"Nov 13, 2021","15,057.976",88.071
"Nov 14, 2021",,
"Nov 15, 2021","14,992.751",79.296
"Nov 16, 2021","14,876.953",90.124
"Nov 17, 2021","14,865.565",90.333
"Nov 18, 2021","14,915.7",127.863
"Nov 19, 2021","14,803.094",102.528
"Nov 20, 2021","14,900.492",97.506
"Nov 21, 2021","14,865.984",8.679
"Nov 22, 2021","14,903.952",66.904
"Nov 23, 2021","14,811.878",50.314
"Nov 24, 2021","14,718.51",53.942
"Nov 25, 2021","14,708.063",17.691
"Nov 26, 2021","14,738.542",107.988
"Nov 27, 2021","14,758.718",81.995
"Nov 28, 2021",,
"Nov 29, 2021","14,641.654",41.923
"Nov 30, 2021","14,431.762",38.057
"Dec 1, 2021","14,766.698",88.707
"Dec 2, 2021","14,683.435",38.944
"Dec 3, 2021","14,680.585",95.118
"Dec 4, 2021","14,787.817",81.3
"Dec 5, 2021",,
"Dec 6, 2021","14,605.019",71.618
"Dec 7, 2021",,
"Dec 8, 2021","14,665.868",103.625
"Dec 9, 2021","14,690.009",74.027
"Dec 10, 2021","14,640.057",111.671
"Dec 11, 2021","14,515",0
"Dec 12, 2021","14,399.638",157.657
"Dec 13, 2021","14,512.558",103.201
"Dec 14, 2021",,
"Dec 15, 2021","14,430.139",101.448
"Dec 16, 2021",,
"Dec 17, 2021","14,431.725",103.59
"Dec 18, 2021","14,506.357",56.46
"Dec 19, 2021","14,384.774",123.198
"Dec 20, 2021",,
"Dec 21, 2021","14,333.034",85.16
"Dec 22, 2021","14,528.479",80.554
"Dec 23, 2021",,
"Dec 24, 2021","14,542.855",99.608
"Dec 25, 2021",,
"Dec 26, 2021","14,285.081",46.306
"Dec 27, 2021",,
"Dec 28, 2021","14,319.734",50.692
"Dec 29, 2021","14,458.405",51.253
"Dec 30, 2021","14,275.927",56.315
"Dec 31, 2021","14,264.138",78.786
"Jan 1, 2022",,
"Jan 2, 2022","14,480.367",77.696
"Jan 3, 2022",,
"Jan 4, 2022",,
"Jan 5, 2022",,
"Jan 6, 2022",,
"Jan 7, 2022",,
"Jan 8, 2022",,
"Jan 9, 2022","14,429.991",57.466
"Jan 10, 2022","14,338.658",28.118
"Jan 11, 2022","14,393.791",19.67
"Jan 12, 2022",,
"Jan 13, 2022","14,409.245",33.073
"Jan 14, 2022","14,438.681",26.966
"Jan 15, 2022",,
"Jan 16, 2022",,
"Jan 17, 2022",,
"Jan 18, 2022","14,445.634",69.578
"Jan 19, 2022",,
"Jan 20, 2022","14,459.892",38.413
"Jan 21, 2022",,
"Jan 22, 2022",,
"Jan 23, 2022",,
"Jan 24, 2022","14,360.805",2.693
"Jan 25, 2022","14,438.311",31.787
"Jan 26, 2022","14,486.612",15.467
"Jan 27, 2022","14,426.949",31.879
"Jan 28, 2022","14,429.726",22.911
"Jan 29, 2022","14,399.195",54.821
"Jan 30, 2022",,
